case_id,r_m,web,design_variant,split_method,split_error_percent,nominal_load_fraction,load_fraction,face_layers_each_side,core_thickness_m,A66_N_per_m,A66h_N,equivalent_total_shear_range_N,face_shear_range_MPa,curve_C_MPa,curve_b,curve_source,face_damage_20y_proxy,face_status,core_shear_range_MPa,core_damage_20y,core_fatigue_status
b9_split0,18.45,forward,fatigue_robust_final,stiffness_based,0.0,0.49781018781505815,0.49781018781505815,5,0.06,119320000.0,183747251.8382465,212386.75711382105,6.789727882231178,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.0411204532901323,PASS,0.012658814695685246,2.025441761566293e-20,SOURCED_CURVE_PASS
b9_split0,18.45,aft,fatigue_robust_final,stiffness_based,0.0,0.5021898121849419,0.5021898121849419,6,0.06,142920000.0,185363819.68227163,212386.75711382105,6.789727882231179,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.041120453290132364,PASS,0.012658814695685248,2.0254417615662988e-20,SOURCED_CURVE_PASS
b10_split_minus10,18.45,forward,fatigue_robust_final,stiffness_based,-10.0,0.49781018781505815,0.44802916903355233,5,0.06,119320000.0,183747251.8382465,212386.75711382105,6.110755094008061,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.0021668195921553507,PASS,0.011392933226116723,5.6724316853704555e-21,SOURCED_CURVE_PASS
b10_split_minus10,18.45,aft,fatigue_robust_final,stiffness_based,-10.0,0.5021898121849419,0.5519708309664477,6,0.06,142920000.0,185363819.68227163,212386.75711382105,7.462779312239458,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.01599115962536061,PASS,0.013913656344853228,6.344280519168961e-20,SOURCED_CURVE_PASS
b10_split_plus10,18.45,forward,fatigue_robust_final,stiffness_based,10.0,0.49781018781505815,0.547591206596564,5,0.06,119320000.0,183747251.8382465,212386.75711382105,7.468700670454297,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.016118495820785617,PASS,0.013924696165253775,6.405357840140952e-20,SOURCED_CURVE_PASS
b10_split_plus10,18.45,aft,fatigue_robust_final,stiffness_based,10.0,0.5021898121849419,0.452408793403436,6,0.06,142920000.0,185363819.68227163,212386.75711382105,6.116676452222897,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.0021879079968042986,PASS,0.011403973046517267,5.73918847085508e-21,SOURCED_CURVE_PASS
b9_split_minus10,18.45,forward,fatigue_robust_final,stiffness_based,-10.0,0.49781018781505815,0.44802916903355233,5,0.06,119320000.0,183747251.8382465,212386.75711382105,6.110755094008061,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.015930906121564715,PASS,0.011392933226116723,5.6724316853704555e-21,SOURCED_CURVE_PASS
b9_split_minus10,18.45,aft,fatigue_robust_final,stiffness_based,-10.0,0.5021898121849419,0.5519708309664477,6,0.06,142920000.0,185363819.68227163,212386.75711382105,7.462779312239458,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.09627021963250809,PASS,0.013913656344853228,6.344280519168961e-20,SOURCED_CURVE_PASS
b9_split_plus10,18.45,forward,fatigue_robust_final,stiffness_based,10.0,0.49781018781505815,0.547591206596564,5,0.06,119320000.0,183747251.8382465,212386.75711382105,7.468700670454297,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.0969598778883408,PASS,0.013924696165253775,6.405357840140952e-20,SOURCED_CURVE_PASS
b9_split_plus10,18.45,aft,fatigue_robust_final,stiffness_based,10.0,0.5021898121849419,0.452408793403436,6,0.06,142920000.0,185363819.68227163,212386.75711382105,6.116676452222897,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.016070380142917513,PASS,0.011403973046517267,5.73918847085508e-21,SOURCED_CURVE_PASS
nominal_b10_split0,22.55,forward,fatigue_robust_final,stiffness_based,0.0,0.4999242164858604,0.4999242164858604,5,0.06,119320000.0,150555378.5467124,194069.742886179,7.604098558892882,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.01929084899524061,PASS,0.014177132906410456,7.95792438451067e-20,SOURCED_CURVE_PASS
nominal_b10_split0,22.55,aft,fatigue_robust_final,stiffness_based,0.0,0.5000757835141396,0.5000757835141396,6,0.06,142920000.0,150601023.9276827,194069.742886179,7.604098558892883,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.019290848995240643,PASS,0.014177132906410459,7.95792438451069e-20,SOURCED_CURVE_PASS
b9_split0,22.55,forward,fatigue_robust_final,stiffness_based,0.0,0.4999242164858604,0.4999242164858604,5,0.06,119320000.0,150555378.5467124,194069.742886179,7.604098558892882,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.1139767337923172,PASS,0.014177132906410456,7.95792438451067e-20,SOURCED_CURVE_PASS
b9_split0,22.55,aft,fatigue_robust_final,stiffness_based,0.0,0.5000757835141396,0.5000757835141396,6,0.06,142920000.0,150601023.9276827,194069.742886179,7.604098558892883,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.11397673379231738,PASS,0.014177132906410459,7.95792438451069e-20,SOURCED_CURVE_PASS
b10_split_minus10,22.55,forward,fatigue_robust_final,stiffness_based,-10.0,0.4999242164858604,0.44993179483727436,5,0.06,119320000.0,150555378.5467124,194069.742886179,6.843688703003592,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.006726303135865146,PASS,0.01275941961576941,2.2286882439696817e-20,SOURCED_CURVE_PASS
b10_split_minus10,22.55,aft,fatigue_robust_final,stiffness_based,-10.0,0.5000757835141396,0.5500682051627257,6,0.06,142920000.0,150601023.9276827,194069.742886179,8.364277943589743,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.0500217093270883,PASS,0.015594416504997823,2.515816086861304e-19,SOURCED_CURVE_PASS
b10_split_plus10,22.55,forward,fatigue_robust_final,stiffness_based,10.0,0.4999242164858604,0.5499166381344465,5,0.06,119320000.0,150555378.5467124,194069.742886179,8.36450841478217,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.050035494130333084,PASS,0.015594846197051506,2.516653616747593e-19,SOURCED_CURVE_PASS
b10_split_plus10,22.55,aft,fatigue_robust_final,stiffness_based,10.0,0.5000757835141396,0.45008336186555353,6,0.06,142920000.0,150601023.9276827,194069.742886179,6.843919174196022,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.006728568659794179,PASS,0.012759849307823092,2.2295950693892885e-20,SOURCED_CURVE_PASS
b9_split_minus10,22.55,forward,fatigue_robust_final,stiffness_based,-10.0,0.4999242164858604,0.44993179483727436,5,0.06,119320000.0,150555378.5467124,194069.742886179,6.843688703003592,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.04415692194044234,PASS,0.01275941961576941,2.2286882439696817e-20,SOURCED_CURVE_PASS
b9_split_minus10,22.55,aft,fatigue_robust_final,stiffness_based,-10.0,0.5000757835141396,0.5500682051627257,6,0.06,142920000.0,150601023.9276827,194069.742886179,8.364277943589743,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.2686845383821647,PASS,0.015594416504997823,2.515816086861304e-19,SOURCED_CURVE_PASS
b9_split_plus10,22.55,forward,fatigue_robust_final,stiffness_based,10.0,0.4999242164858604,0.5499166381344465,5,0.06,119320000.0,150555378.5467124,194069.742886179,8.36450841478217,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.26875117627331646,PASS,0.015594846197051506,2.516653616747593e-19,SOURCED_CURVE_PASS
b9_split_plus10,22.55,aft,fatigue_robust_final,stiffness_based,10.0,0.5000757835141396,0.45008336186555353,6,0.06,142920000.0,150601023.9276827,194069.742886179,6.843919174196022,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.0441703071817961,PASS,0.012759849307823092,2.2295950693892885e-20,SOURCED_CURVE_PASS
nominal_b10_split0,26.65,forward,fatigue_robust_final,stiffness_based,0.0,0.48700210872901034,0.48700210872901034,5,0.06,119320000.0,119524554.16865844,175708.31300813012,8.447885630747251,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05525279164532104,PASS,0.015750295243766064,2.8369997155606553e-19,SOURCED_CURVE_PASS
nominal_b10_split0,26.65,aft,fatigue_robust_final,stiffness_based,0.0,0.5129978912709896,0.5129978912709896,6,0.06,142920000.0,125904679.14738706,175708.31300813012,8.447885630747251,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05525279164532104,PASS,0.015750295243766064,2.8369997155606553e-19,SOURCED_CURVE_PASS
b9_split0,26.65,forward,fatigue_robust_final,stiffness_based,0.0,0.48700210872901034,0.48700210872901034,5,0.06,119320000.0,119524554.16865844,175708.31300813012,8.447885630747251,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.29384533681693864,PASS,0.015750295243766064,2.8369997155606553e-19,SOURCED_CURVE_PASS
b9_split0,26.65,aft,fatigue_robust_final,stiffness_based,0.0,0.5129978912709896,0.5129978912709896,6,0.06,142920000.0,125904679.14738706,175708.31300813012,8.447885630747251,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.29384533681693864,PASS,0.015750295243766064,2.8369997155606553e-19,SOURCED_CURVE_PASS
b10_split_minus10,26.65,forward,fatigue_robust_final,stiffness_based,-10.0,0.48700210872901034,0.4383018978561093,5,0.06,119320000.0,119524554.16865844,175708.31300813012,7.6030970676725245,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.0192654572020608,PASS,0.014175265719389454,7.945272672509978e-20,SOURCED_CURVE_PASS
b10_split_minus10,26.65,aft,fatigue_robust_final,stiffness_based,-10.0,0.5129978912709896,0.5616981021438907,6,0.06,142920000.0,125904679.14738706,175708.31300813012,9.249865168378946,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.13684470304494784,PASS,0.017245511330876,8.485135879468526e-19,SOURCED_CURVE_PASS
b10_split_plus10,26.65,forward,fatigue_robust_final,stiffness_based,10.0,0.48700210872901034,0.5357023196019114,5,0.06,119320000.0,119524554.16865844,175708.31300813012,9.292674193821975,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.14331151172952747,PASS,0.017325324768142667,8.971869107947785e-19,SOURCED_CURVE_PASS
b10_split_plus10,26.65,aft,fatigue_robust_final,stiffness_based,10.0,0.5129978912709896,0.4642976803980886,6,0.06,142920000.0,125904679.14738706,175708.31300813012,7.645906093115559,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.02037809423433545,PASS,0.014255079156656126,8.502858966860186e-20,SOURCED_CURVE_PASS
b9_split_minus10,26.65,forward,fatigue_robust_final,stiffness_based,-10.0,0.48700210872901034,0.4383018978561093,5,0.06,119320000.0,119524554.16865844,175708.31300813012,7.6030970676725245,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.11384170407998778,PASS,0.014175265719389454,7.945272672509978e-20,SOURCED_CURVE_PASS
b9_split_minus10,26.65,aft,fatigue_robust_final,stiffness_based,-10.0,0.5129978912709896,0.5616981021438907,6,0.06,142920000.0,125904679.14738706,175708.31300813012,9.249865168378946,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.6646686456804617,PASS,0.017245511330876,8.485135879468526e-19,SOURCED_CURVE_PASS
b9_split_plus10,26.65,forward,fatigue_robust_final,stiffness_based,10.0,0.48700210872901034,0.5357023196019114,5,0.06,119320000.0,119524554.16865844,175708.31300813012,9.292674193821975,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.6928719334586165,PASS,0.017325324768142667,8.971869107947785e-19,SOURCED_CURVE_PASS
b9_split_plus10,26.65,aft,fatigue_robust_final,stiffness_based,10.0,0.5129978912709896,0.4642976803980886,6,0.06,142920000.0,125904679.14738706,175708.31300813012,7.645906093115559,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.1197421935216039,PASS,0.014255079156656126,8.502858966860186e-20,SOURCED_CURVE_PASS
nominal_b10_split0,30.75,forward,fatigue_robust_final,stiffness_based,0.0,0.4891931776268477,0.4891931776268477,5,0.06,119320000.0,111786929.61321083,153544.90345528448,7.928787470746422,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.029305000795418472,PASS,0.014782485114950958,1.3187455483380638e-19,SOURCED_CURVE_PASS
nominal_b10_split0,30.75,aft,fatigue_robust_final,stiffness_based,0.0,0.5108068223731523,0.5108068223731523,6,0.06,142920000.0,116725925.27881083,153544.90345528448,7.928787470746424,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.029305000795418513,PASS,0.01478248511495096,1.3187455483380672e-19,SOURCED_CURVE_PASS
b9_split0,30.75,forward,fatigue_robust_final,stiffness_based,0.0,0.4891931776268477,0.4891931776268477,5,0.06,119320000.0,111786929.61321083,153544.90345528448,7.928787470746422,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.16605332024211877,PASS,0.014782485114950958,1.3187455483380638e-19,SOURCED_CURVE_PASS
b9_split0,30.75,aft,fatigue_robust_final,stiffness_based,0.0,0.5108068223731523,0.5108068223731523,6,0.06,142920000.0,116725925.27881083,153544.90345528448,7.928787470746424,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.166053320242119,PASS,0.01478248511495096,1.3187455483380672e-19,SOURCED_CURVE_PASS
b10_split_minus10,30.75,forward,fatigue_robust_final,stiffness_based,-10.0,0.4891931776268477,0.44027385986416295,5,0.06,119320000.0,111786929.61321083,153544.90345528448,7.135908723671781,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.010218021964475781,PASS,0.013304236603455864,3.693265427463744e-20,SOURCED_CURVE_PASS
b10_split_minus10,30.75,aft,fatigue_robust_final,stiffness_based,-10.0,0.5108068223731523,0.5597261401358371,6,0.06,142920000.0,116725925.27881083,153544.90345528448,8.688117332380285,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.07313592237958917,PASS,0.016198184856980196,3.980753863406881e-19,SOURCED_CURVE_PASS
b10_split_plus10,30.75,forward,fatigue_robust_final,stiffness_based,10.0,0.4891931776268477,0.5381124953895325,5,0.06,119320000.0,111786929.61321083,153544.90345528448,8.721666217821067,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.07600962485634132,PASS,0.016260733626446058,4.1704665606707014e-19,SOURCED_CURVE_PASS
b10_split_plus10,30.75,aft,fatigue_robust_final,stiffness_based,10.0,0.5108068223731523,0.46188750461046746,6,0.06,142920000.0,116725925.27881083,153544.90345528448,7.169457609112562,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.010708705652432243,PASS,0.013366785372921724,3.9085679022442634e-20,SOURCED_CURVE_PASS
b9_split_minus10,30.75,forward,fatigue_robust_final,stiffness_based,-10.0,0.4891931776268477,0.44027385986416295,5,0.06,119320000.0,111786929.61321083,153544.90345528448,7.135908723671781,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.06433245852827532,PASS,0.013304236603455864,3.693265427463744e-20,SOURCED_CURVE_PASS
b9_split_minus10,30.75,aft,fatigue_robust_final,stiffness_based,-10.0,0.5108068223731523,0.5597261401358371,6,0.06,142920000.0,116725925.27881083,153544.90345528448,8.688117332380285,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.37819664224781335,PASS,0.016198184856980196,3.980753863406881e-19,SOURCED_CURVE_PASS
b9_split_plus10,30.75,forward,fatigue_robust_final,stiffness_based,10.0,0.4891931776268477,0.5381124953895325,5,0.06,119320000.0,111786929.61321083,153544.90345528448,8.721666217821067,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.3915450430477882,PASS,0.016260733626446058,4.1704665606707014e-19,SOURCED_CURVE_PASS
b9_split_plus10,30.75,aft,fatigue_robust_final,stiffness_based,10.0,0.5108068223731523,0.46188750461046746,6,0.06,142920000.0,116725925.27881083,153544.90345528448,7.169457609112562,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.06710629833206921,PASS,0.013366785372921724,3.9085679022442634e-20,SOURCED_CURVE_PASS
nominal_b10_split0,34.85,forward,fatigue_robust_final,stiffness_based,0.0,0.48356846452968083,0.48356846452968083,5,0.06,119320000.0,87491431.63856551,128849.80182926828,8.40346141298258,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05241505806161756,PASS,0.01566747043098447,2.661940364399689e-19,SOURCED_CURVE_PASS
nominal_b10_split0,34.85,aft,fatigue_robust_final,stiffness_based,0.0,0.5164315354703191,0.5164315354703192,6,0.06,142920000.0,93437305.56446894,128849.80182926828,8.40346141298258,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05241505806161756,PASS,0.01566747043098447,2.661940364399689e-19,SOURCED_CURVE_PASS
b9_split0,34.85,forward,fatigue_robust_final,stiffness_based,0.0,0.48356846452968083,0.48356846452968083,5,0.06,119320000.0,87491431.63856551,128849.80182926828,8.40346141298258,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.2802273140115282,PASS,0.01566747043098447,2.661940364399689e-19,SOURCED_CURVE_PASS
b9_split0,34.85,aft,fatigue_robust_final,stiffness_based,0.0,0.5164315354703191,0.5164315354703192,6,0.06,142920000.0,93437305.56446894,128849.80182926828,8.40346141298258,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.2802273140115282,PASS,0.01566747043098447,2.661940364399689e-19,SOURCED_CURVE_PASS
b10_split_minus10,34.85,forward,fatigue_robust_final,stiffness_based,-10.0,0.48356846452968083,0.43521161807671277,5,0.06,119320000.0,87491431.63856551,128849.80182926828,7.563115271684323,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.01827600068267577,PASS,0.014100723387886024,7.45500322651123e-20,SOURCED_CURVE_PASS
b10_split_minus10,34.85,aft,fatigue_robust_final,stiffness_based,-10.0,0.5164315354703191,0.5647883819232873,6,0.06,142920000.0,93437305.56446894,128849.80182926828,9.190332208645668,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.12828801130807893,PASS,0.01713451767713599,7.84845484031503e-19,SOURCED_CURVE_PASS
b10_split_plus10,34.85,forward,fatigue_robust_final,stiffness_based,10.0,0.48356846452968083,0.531925310982649,5,0.06,119320000.0,87491431.63856551,128849.80182926828,9.243807554280838,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.13595116164302426,PASS,0.01723421747408292,8.418252702516458e-19,SOURCED_CURVE_PASS
b10_split_plus10,34.85,aft,fatigue_robust_final,stiffness_based,10.0,0.5164315354703191,0.46807468901735105,6,0.06,142920000.0,93437305.56446894,128849.80182926828,7.61659061731949,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.019610113311435612,PASS,0.014200423184832948,8.117295426483124e-20,SOURCED_CURVE_PASS
b9_split_minus10,34.85,forward,fatigue_robust_final,stiffness_based,-10.0,0.48356846452968083,0.43521161807671277,5,0.06,119320000.0,87491431.63856551,128849.80182926828,7.563115271684323,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.10856580302550295,PASS,0.014100723387886024,7.45500322651123e-20,SOURCED_CURVE_PASS
b9_split_minus10,34.85,aft,fatigue_robust_final,stiffness_based,-10.0,0.5164315354703191,0.5647883819232873,6,0.06,142920000.0,93437305.56446894,128849.80182926828,9.190332208645668,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.6271442800226511,PASS,0.01713451767713599,7.84845484031503e-19,SOURCED_CURVE_PASS
b9_split_plus10,34.85,forward,fatigue_robust_final,stiffness_based,10.0,0.48356846452968083,0.531925310982649,5,0.06,119320000.0,87491431.63856551,128849.80182926828,9.243807554280838,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.6607613480286149,PASS,0.01723421747408292,8.418252702516458e-19,SOURCED_CURVE_PASS
b9_split_plus10,34.85,aft,fatigue_robust_final,stiffness_based,10.0,0.5164315354703191,0.46807468901735105,6,0.06,142920000.0,93437305.56446894,128849.80182926828,7.61659061731949,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.11567302492370767,PASS,0.014200423184832948,8.117295426483124e-20,SOURCED_CURVE_PASS
nominal_b10_split0,38.95,forward,fatigue_robust_final,stiffness_based,0.0,0.4857943790309471,0.4857943790309471,5,0.06,119320000.0,81193609.43053912,109449.0457317073,7.7272439621810625,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.022652712221166424,PASS,0.014406726031185032,9.662301804959702e-20,SOURCED_CURVE_PASS
nominal_b10_split0,38.95,aft,fatigue_robust_final,stiffness_based,0.0,0.514205620969053,0.5142056209690529,6,0.06,142920000.0,85942143.75067823,109449.0457317073,7.727243962181062,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.02265271222116639,PASS,0.01440672603118503,9.662301804959678e-20,SOURCED_CURVE_PASS
b9_split0,38.95,forward,fatigue_robust_final,stiffness_based,0.0,0.4857943790309471,0.4857943790309471,5,0.06,119320000.0,81193609.43053912,109449.0457317073,7.7272439621810625,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.13170679663382037,PASS,0.014406726031185032,9.662301804959702e-20,SOURCED_CURVE_PASS
b9_split0,38.95,aft,fatigue_robust_final,stiffness_based,0.0,0.514205620969053,0.5142056209690529,6,0.06,142920000.0,85942143.75067823,109449.0457317073,7.727243962181062,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.13170679663382015,PASS,0.01440672603118503,9.662301804959678e-20,SOURCED_CURVE_PASS
b10_split_minus10,38.95,forward,fatigue_robust_final,stiffness_based,-10.0,0.4857943790309471,0.43721494112785236,5,0.06,119320000.0,81193609.43053912,109449.0457317073,6.954519565962957,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.007898512361310521,PASS,0.012966053428066528,2.7060144582819846e-20,SOURCED_CURVE_PASS
b10_split_minus10,38.95,aft,fatigue_robust_final,stiffness_based,-10.0,0.514205620969053,0.5627850588721477,6,0.06,142920000.0,85942143.75067823,109449.0457317073,8.457273259634874,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05586986222525937,PASS,0.015767797602709088,2.8753183036179425e-19,SOURCED_CURVE_PASS
b10_split_plus10,38.95,forward,fatigue_robust_final,stiffness_based,10.0,0.4857943790309471,0.5343738169340418,5,0.06,119320000.0,81193609.43053912,109449.0457317073,8.499968358399169,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.05875530152446551,PASS,0.015847398634303535,3.055654415476545e-19,SOURCED_CURVE_PASS
b10_split_plus10,38.95,aft,fatigue_robust_final,stiffness_based,10.0,0.514205620969053,0.46562618306595815,6,0.06,142920000.0,85942143.75067823,109449.0457317073,6.997214664727251,62.0,10.0,Conservative design envelope: C=62 MPa from MAT-002 static shear strength and b=10,0.008397034656980494,PASS,0.013045654459660976,2.9136644159769074e-20,SOURCED_CURVE_PASS
b9_split_minus10,38.95,forward,fatigue_robust_final,stiffness_based,-10.0,0.4857943790309471,0.43721494112785236,5,0.06,119320000.0,81193609.43053912,109449.0457317073,6.954519565962957,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.05102591155649827,PASS,0.012966053428066528,2.7060144582819846e-20,SOURCED_CURVE_PASS
b9_split_minus10,38.95,aft,fatigue_robust_final,stiffness_based,-10.0,0.514205620969053,0.5627850588721477,6,0.06,142920000.0,85942143.75067823,109449.0457317073,8.457273259634874,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.2967972279405903,PASS,0.015767797602709088,2.8753183036179425e-19,SOURCED_CURVE_PASS
b9_split_plus10,38.95,forward,fatigue_robust_final,stiffness_based,10.0,0.4857943790309471,0.5343738169340418,5,0.06,119320000.0,81193609.43053912,109449.0457317073,8.499968358399169,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.31055773701172307,PASS,0.015847398634303535,3.055654415476545e-19,SOURCED_CURVE_PASS
b9_split_plus10,38.95,aft,fatigue_robust_final,stiffness_based,10.0,0.514205620969053,0.46562618306595815,6,0.06,142920000.0,85942143.75067823,109449.0457317073,6.997214664727251,62.0,9.0,"Estimated conservative envelope: measured Saertex VU 90079 R=-1 C_shear=78 MPa, b=9.709 rounded down to C=62 MPa, b=9",0.05391546449098153,PASS,0.013045654459660976,2.9136644159769074e-20,SOURCED_CURVE_PASS
