forward_layers_each_side,aft_layers_each_side,core_thickness_m,spanwise_zones_per_web,max_adjacent_layer_step,estimated_web_material_mass_kg,max_nominal_split_imbalance,max_face_D20_all_cases,max_core_D20_all_cases,status,selected
7,4,0.08,1,0,4049.479742791098,0.17522508720334162,1.1742334762779565,1.8213274680169105e-18,FAIL,False
7,4,0.1,1,0,4335.130228432292,0.1748009618898384,1.1367893082922333,1.743801156221061e-18,FAIL,False
7,5,0.05,1,0,3871.772321275099,0.1257443659780766,0.446097039276887,4.968420273148811e-19,PASS,False
7,5,0.06,1,0,4014.597564095696,0.1256217726833001,0.4397348853152879,4.873544983733634e-19,PASS,False
7,5,0.08,1,0,4300.248049736891,0.1253776984308831,0.4273112114815116,4.689632724061597e-19,PASS,False
7,5,0.1,1,0,4585.8985353780845,0.12513509611438195,0.41527684045284197,4.513219433966632e-19,PASS,False
7,6,0.05,1,0,4122.540628220891,0.08254308357905726,0.186828821769494,1.5448198213722091e-19,PASS,False
7,6,0.06,1,0,4265.365871041488,0.08248995301724993,0.1844205474193915,1.518151072150637e-19,PASS,False
7,6,0.08,1,0,4551.016356682683,0.08238414082637402,0.17970681155885926,1.4662972265290434e-19,PASS,False
7,6,0.1,1,0,4836.666842323877,0.08227892300953399,0.17512659579004722,1.416356031205336e-19,PASS,False
7,7,0.05,1,0,4373.308935166684,0.04492177858312796,0.08658146877115505,5.502375288455383e-20,PASS,False
7,7,0.06,1,0,4516.13417798728,0.04492177858312796,0.08555739874419019,5.4151992364578835e-20,PASS,False
7,7,0.08,1,0,4801.784663628475,0.04492177858312796,0.08354938691416866,5.245300226217659e-20,PASS,False
7,7,0.1,1,0,5087.43514926967,0.04492177858312796,0.0815936026080331,5.081157985985892e-20,PASS,False
7,8,0.05,1,0,4624.077242112476,0.04051715486042806,0.04342262112632594,2.1790853651373433e-20,PASS,False
7,8,0.06,1,0,4766.902484933073,0.04047637359999423,0.04294080962915393,2.146693763175905e-20,PASS,False
7,8,0.08,1,0,5052.5529705742665,0.04039511192111944,0.041994904795998295,2.0834636926051506e-20,PASS,False
7,8,0.1,1,0,5338.203456215461,0.04031424890506036,0.04107209500496958,2.02224529799432e-20,PASS,False
7,9,0.05,1,0,4874.845549058267,0.06943932531173891,0.025211800969773473,1.0504109702358476e-20,PASS,False
7,9,0.06,1,0,5017.670791878865,0.06936770199089787,0.024948357296416798,1.0357051726787796e-20,PASS,False
7,9,0.08,1,0,5303.321277520059,0.06922495056920674,0.024430596310336457,1.0069579524414098e-20,PASS,False
7,9,0.1,1,0,5588.971763161253,0.06908285564506961,0.02392474698598334,9.790727128946941e-21,PASS,False
7,10,0.05,1,0,5125.61385600406,0.09493609300545247,0.01509891709782665,5.2784041546799395e-21,PASS,False
7,10,0.06,1,0,5268.439098824657,0.09484099885756869,0.014949833465041808,5.2085688125274466e-21,PASS,False
7,10,0.08,1,0,5554.089584465852,0.09465142925538306,0.014656547883143833,5.071880768221996e-21,PASS,False
7,10,0.1,1,0,5839.7400701070455,0.09446268011510484,0.014369641344667627,4.939068325541431e-21,PASS,False
7,11,0.05,1,0,5376.3821629498525,0.1175819691122123,0.00929588746628961,2.7526873962889455e-21,PASS,False
7,11,0.06,1,0,5519.2074057704485,0.11746895087187359,0.009208892466920965,2.7181660830495756e-21,PASS,False
7,11,0.08,1,0,5804.857891411643,0.11724360871837558,0.009037603124074913,2.6505214717783777e-21,PASS,False
7,11,0.1,1,0,6090.508377052837,0.11701918760458446,0.008869846531247692,2.584695873339735e-21,PASS,False
7,12,0.05,1,0,5627.150469895644,0.13782979062726208,0.005866929000701939,1.4841352594552844e-21,PASS,False
7,12,0.06,1,0,5769.975712716241,0.13770307479683008,0.005814747296661591,1.46644465870184e-21,PASS,False
7,12,0.08,1,0,6055.626198357436,0.13745038051621616,0.005711923821246459,1.4317445920175739e-21,PASS,False
7,12,0.1,1,0,6341.27668399863,0.1371986646507916,0.005611116657315958,1.3979318536460698e-21,PASS,False
8,2,0.05,1,0,3391.4394822153154,0.32480379212594546,13.165078356944889,4.6695720710677727e-17,FAIL,False
8,2,0.06,1,0,3534.2647250359128,0.3243138685870781,12.834825293570164,4.5130245036007444e-17,FAIL,False
8,2,0.08,1,0,3819.915210677107,0.32333914912061984,12.202744717163355,4.2172513807960224e-17,FAIL,False
8,2,0.1,1,0,4105.565696318301,0.3223712070472495,11.606508675332366,3.9430129406472544e-17,FAIL,False
8,3,0.05,1,0,3642.2077891611075,0.2597654980186328,2.3286823197074353,4.565681209219944e-18,FAIL,False
8,3,0.06,1,0,3785.033031981705,0.2594190286480239,2.285700693705064,4.45292948342305e-18,FAIL,False
8,3,0.08,1,0,4070.6835176228988,0.2587294315478741,2.202407408436215,4.236497091415707e-18,FAIL,False
8,3,0.1,1,0,4356.334003264094,0.2580442542732555,2.1225370852654724,4.031572592162779e-18,FAIL,False
8,4,0.05,1,0,3892.9760961068996,0.20423446315614857,0.675130313765268,8.664875183372035e-19,PASS,False
8,4,0.06,1,0,4035.801338927497,0.20399629623633697,0.6647643004003968,8.486774940528007e-19,PASS,False
8,4,0.08,1,0,4321.451824568691,0.20352209233588936,0.6445628296303813,8.142422694991015e-19,PASS,False
8,4,0.1,1,0,4607.102310209885,0.2030507072526283,0.6250465601609567,7.813238859150844e-19,PASS,False
8,5,0.05,1,0,4143.744403052692,0.15626802769653736,0.2502522428725474,2.2869233446664063e-19,PASS,False
8,5,0.06,1,0,4286.569645873289,0.15611289088118846,0.24687910400349383,2.2456446003225173e-19,PASS,False
8,5,0.08,1,0,4572.220131514483,0.15580391054339754,0.2402837840059101,2.1654924127474423e-19,PASS,False
8,5,0.1,1,0,4857.870617155677,0.15549664264990848,0.23388424106781266,2.0884357610651432e-19,PASS,False
8,6,0.05,1,0,4394.512709998484,0.11441905084388881,0.10760246376004202,7.366349441231936e-20,PASS,False
8,6,0.06,1,0,4537.337952819082,0.11432838805939016,0.10629305004558492,7.24628242203905e-20,PASS,False
8,6,0.08,1,0,4822.988438460276,0.1141477702894087,0.10372705310109737,7.012461356307479e-20,PASS,False
8,6,0.1,1,0,5108.6389241014695,0.11396809012766723,0.10122976454695468,6.786793762064414e-20,PASS,False
8,7,0.05,1,0,4645.281016944276,0.0775873901494234,0.05118344480331257,2.7172337438080697e-20,PASS,False
8,7,0.06,1,0,4788.106259764873,0.07754732755395027,0.05061170206034595,2.67657166048294e-20,PASS,False
8,7,0.08,1,0,5073.756745406068,0.07746749644920548,0.049489386110514684,2.5972104366931567e-20,PASS,False
8,7,0.1,1,0,5359.407231047262,0.0773880550665964,0.048394659521884736,2.5203911729168068e-20,PASS,False
8,8,0.05,1,0,4896.049323890069,0.04492177858312796,0.026225906544085277,1.1075083381091575e-20,PASS,False
8,8,0.06,1,0,5038.874566710666,0.04492177858312796,0.025954038306999765,1.0921258498858885e-20,PASS,False
8,8,0.08,1,0,5324.52505235186,0.04492177858312796,0.025419645794073364,1.0620503573763722e-20,PASS,False
8,8,0.1,1,0,5610.175537993055,0.044921778583128014,0.024897451020201196,1.032869616749461e-20,PASS,False
8,9,0.05,1,0,5146.817630835861,0.036649091517482746,0.014237530961652773,4.8782162563470525e-21,PASS,False
8,9,0.06,1,0,5289.642873656458,0.03661728330757702,0.014099496765940403,4.814841708291002e-21,PASS,False
8,9,0.08,1,0,5575.293359297652,0.03655387419399381,0.013827867315029913,4.6907509168211155e-21,PASS,False
8,9,0.1,1,0,5860.943844938846,0.03649073999075403,0.013562040458375824,4.57011589168518e-21,PASS,False
8,10,0.05,1,0,5397.585937781652,0.0625960931918132,0.008715195015200577,2.524388651707875e-21,PASS,False
8,10,0.06,1,0,5540.41118060225,0.06253939868555908,0.00863421384041361,2.492954978489317e-21,PASS,False
8,10,0.08,1,0,5826.061666243444,0.06242635854495526,0.00847474768024522,2.4313516302158318e-21,PASS,False
8,10,0.1,1,0,6111.712151884638,0.06231378118644343,0.008318547249788174,2.3713932059858594e-21,PASS,False
8,11,0.05,1,0,5648.354244727445,0.08579120534480111,0.005518091405469234,1.3669131459934422e-21,PASS,False
8,11,0.06,1,0,5791.179487548042,0.0857149396517326,0.00546934384054527,1.3507296956799293e-21,PASS,False
8,11,0.08,1,0,6076.829973189237,0.0855628527553578,0.005373277626167031,1.318981721709445e-21,PASS,False
8,11,0.1,1,0,6362.4804588304305,0.08541135563917612,0.005279082592672692,1.2880401629031557e-21,PASS,False
8,12,0.05,1,0,5899.1225516732375,0.10665017171526825,0.0035718647066774896,7.624359117715688e-22,PASS,False
8,12,0.06,1,0,6041.947794493834,0.10655846343655528,0.0035417920598330415,7.538323724179653e-22,PASS,False
8,12,0.08,1,0,6327.598280135029,0.10637555452922187,0.003482487060177681,7.369389850519925e-22,PASS,False
8,12,0.1,1,0,6613.248765776223,0.10619331937210541,0.0034242833685394596,7.204547577187403e-22,PASS,False
9,2,0.05,1,0,3663.411563992909,0.3410923451396817,7.737756885811914,2.2881314069952667e-17,FAIL,False
9,2,0.06,1,0,3806.236806813506,0.3406220331884048,7.5460002298147915,2.212346089646592e-17,FAIL,False
9,2,0.08,1,0,4091.8872924547004,0.33968587616569834,7.178912344906593,2.0691072322406322e-17,FAIL,False
9,2,0.1,1,0,4377.537778095895,0.3387556279925922,6.832536263690541,1.9362279621937007e-17,FAIL,False
9,3,0.05,1,0,3914.1798709387012,0.2804916052085088,1.3468166931541927,2.1893882551298358e-18,FAIL,False
9,3,0.06,1,0,4057.005113759298,0.28014443853428217,1.3227451106115775,2.1370272613070088e-18,FAIL,False
9,3,0.08,1,0,4342.655599400493,0.27945316594713177,1.2760594059536432,2.036405774034401e-18,FAIL,False
9,3,0.1,1,0,4628.306085041687,0.27876594447968095,1.2312436582016797,1.940992188778263e-18,FAIL,False
9,4,0.05,1,0,4164.948177884494,0.2280365408758509,0.39344555047329877,4.1976595579835144e-19,PASS,False
9,4,0.06,1,0,4307.773420705091,0.22778479075781055,0.3876584834137981,4.1149972474312096e-19,PASS,False
9,4,0.08,1,0,4593.423906346285,0.22728336149618694,0.37636932204642803,3.9549593610804294e-19,PASS,False
9,4,0.1,1,0,4879.0743919874785,0.22678467465618501,0.3654486004889853,3.8016996547284717e-19,PASS,False
9,5,0.05,1,0,4415.7164848302855,0.18218822310875393,0.14827281054178035,1.132771738712291e-19,PASS,False
9,5,0.06,1,0,4558.541727650882,0.18201137543438367,0.14636825803590292,1.1132849641186414e-19,PASS,False
9,5,0.08,1,0,4844.192213292077,0.18165904362589058,0.1426405893905359,1.075395913201318e-19,PASS,False
9,5,0.1,1,0,5129.842698933271,0.18130851821962846,0.13901866061535123,1.0389047365624665e-19,PASS,False
9,6,0.05,1,0,4666.484791776078,0.14177241437344967,0.06502850099730678,3.746998530243176e-20,PASS,False
9,6,0.06,1,0,4809.310034596675,0.14165501996217356,0.06427604305416164,3.688918945776303e-20,PASS,False
9,6,0.08,1,0,5094.96052023787,0.14142108285023725,0.06280003820970374,3.575667530726246e-20,PASS,False
9,6,0.1,1,0,5380.611005879064,0.14118827450317156,0.06136167741955903,3.4661772843397287e-20,PASS,False
9,7,0.05,1,0,4917.253098721871,0.10587758123126578,0.031575481067500126,1.4208762148406443e-20,PASS,False
9,7,0.06,1,0,5060.078341542467,0.10580782334996786,0.03124026785938999,1.400666493327284e-20,PASS,False
9,7,0.08,1,0,5345.728827183661,0.10566878547950476,0.030581647002650272,1.3611750470378272e-20,PASS,False
9,7,0.1,1,0,5631.379312824856,0.10553038116916447,0.029938428936150445,1.3228870500948516e-20,PASS,False
9,8,0.05,1,0,5168.021405667662,0.07378531948685485,0.016509879983625162,5.9508408149184885e-21,PASS,False
9,8,0.06,1,0,5310.846648488259,0.07375403574371797,0.016347156242610482,5.872249398545553e-21,PASS,False
9,8,0.08,1,0,5596.497134129453,0.07369167125867165,0.016027028321048808,5.718417562824969e-21,PASS,False
9,8,0.1,1,0,5882.147619770648,0.07362957598144149,0.015713851842737544,5.568940144760745e-21,PASS,False
9,9,0.05,1,0,5418.789712613454,0.04492177858312796,0.009138486564159568,2.6903091947006474e-21,PASS,False
9,9,0.06,1,0,5561.614955434052,0.04492177858312796,0.009054171205187546,2.6570454252421082e-21,PASS,False
9,9,0.08,1,0,5847.265441075246,0.04492177858312796,0.008888121204149139,2.5918461096015957e-21,PASS,False
9,9,0.1,1,0,6132.91592671644,0.04492177858312796,0.008725447971547475,2.5283755947949986e-21,PASS,False
9,10,0.05,1,0,5669.5580195592465,0.03359075127417588,0.005294603540576526,1.293125642359997e-21,PASS,False
9,10,0.06,1,0,5812.3832623798435,0.03356525027742863,0.005248593672853614,1.2780652877806625e-21,PASS,False
9,10,0.08,1,0,6098.033748021038,0.03351439713866872,0.005157900803540273,1.2485112546788927e-21,PASS,False
9,10,0.1,1,0,6383.684233662232,0.033463741509321965,0.005068945987401024,1.2196958344451287e-21,PASS,False
9,11,0.05,1,0,5920.326326505039,0.057113145914184704,0.0033705177249321507,7.053123873928853e-22,PASS,False
9,11,0.06,1,0,6063.151569325635,0.05706715629919423,0.0033423217877068885,6.974042791453866e-22,PASS,False
9,11,0.08,1,0,6348.80205496683,0.056975432019107375,0.0032867127506298823,6.818745662199226e-22,PASS,False
9,11,0.1,1,0,6634.452540608024,0.056884046104719865,0.003232129830540409,6.667186038720078e-22,PASS,False
9,12,0.05,1,0,6171.094633450831,0.07837684566443665,0.002231741579256875,4.0555801089232943e-22,PASS,False
9,12,0.06,1,0,6313.919876271428,0.0783143235494067,0.0022139042560069037,4.012132309284633e-22,PASS,False
9,12,0.08,1,0,6599.5703619126225,0.07818960932257352,0.0021787028637504174,3.926741067852691e-22,PASS,False
9,12,0.1,1,0,6885.220847553816,0.07806533316808872,0.0021441222702711506,3.8433142108611513e-22,PASS,False
10,2,0.05,1,0,3935.383645770502,0.35460974333095374,4.850931621630808,1.2226208988670497e-17,FAIL,False
10,2,0.06,1,0,4078.2088885910994,0.35415973806061285,4.731404357578962,1.1823572536946605e-17,FAIL,False
10,2,0.08,1,0,4363.859374232294,0.35326363954665685,4.502591849301538,1.1062519564308927e-17,FAIL,False
10,2,0.1,1,0,4649.509859873488,0.3523727193904208,4.286690861806136,1.035643947875072e-17,FAIL,False
10,3,0.05,1,0,4186.1519527162945,0.2979254797460281,0.8260257846161041,1.1359233455318994e-18,FAIL,False
10,3,0.06,1,0,4328.9771955368915,0.29758219342399594,0.8116147240786834,1.109403416238499e-18,FAIL,False
10,3,0.08,1,0,4614.627681178085,0.2968984079305097,0.7836498020007368,1.0584011127384718e-18,FAIL,False
10,3,0.1,1,0,4900.27816681928,0.2962183135623818,0.7567852082145337,1.009988515539551e-18,FAIL,False
10,4,0.05,1,0,4436.920259662086,0.24829295953652436,0.24159942585429767,2.181421853144571e-19,PASS,False
10,4,0.06,1,0,4579.745502482683,0.24803415909276205,0.23816857761688243,2.139944616396179e-19,PASS,False
10,4,0.08,1,0,4865.395988123878,0.24751852921126571,0.23147075516110924,2.0595608878073365e-19,PASS,False
10,4,0.1,1,0,5151.046473765072,0.24700551070110477,0.22498497465090056,1.9824767647124613e-19,PASS,False
10,5,0.05,1,0,4687.688566607879,0.20447334431399738,0.09203011150226478,5.972082617120979e-20,PASS,False
10,5,0.06,1,0,4830.513809428476,0.2042821821459861,0.09089562458364586,5.87347732194447e-20,PASS,False
10,5,0.08,1,0,5116.16429506967,0.20390122873795613,0.08867334725455067,5.681546615339557e-20,PASS,False
10,5,0.1,1,0,5401.8147807108635,0.20352209233588936,0.08651175854624081,5.496429816688294e-20,PASS,False
10,6,0.05,1,0,4938.45687355367,0.16550192552070753,0.04096049890772745,2.0148737562496965e-20,PASS,False
10,6,0.06,1,0,5081.282116374268,0.16536543885542465,0.040506989717471006,1.984987772946107e-20,PASS,False
10,6,0.08,1,0,5366.932602015462,0.16509339038024173,0.03961667564882949,1.9266498265387863e-20,PASS,False
10,6,0.1,1,0,5652.583087656656,0.1648225680979648,0.03874813236452787,1.8701690776356192e-20,PASS,False
10,7,0.05,1,0,5189.225180499463,0.13061627491929823,0.02021401208722047,7.808564751179942e-21,PASS,False
10,7,0.06,1,0,5332.05042332006,0.13052435514000016,0.020008929753500545,7.702415951966175e-21,PASS,False
10,7,0.08,1,0,5617.700908961255,0.13034110589879233,0.019605675225670163,7.49478130480072e-21,PASS,False
10,7,0.1,1,0,5903.351394602449,0.13015863954412993,0.019211444762901562,7.293200931123804e-21,PASS,False
10,8,0.05,1,0,5439.993487445256,0.09920586762423633,0.010745053045284196,3.3435393426324664e-21,PASS,False
10,8,0.06,1,0,5582.8187302658525,0.09915053736779567,0.010643865498415726,3.3013456497673094e-21,PASS,False
10,8,0.08,1,0,5868.469215907046,0.09904021454603018,0.010444652966064893,3.2186783315399243e-21,PASS,False
10,8,0.1,1,0,6154.119701548241,0.09893033969374243,0.010249576822236513,3.1382486715109937e-21,PASS,False
10,9,0.05,1,0,5690.761794391047,0.07077604619662492,0.00604449651536865,1.5447361847596356e-21,PASS,False
10,9,0.06,1,0,5833.587037211644,0.07075094276732996,0.005991190880922658,1.5264789664872214e-21,PASS,False
10,9,0.08,1,0,6119.237522852839,0.07070088187166901,0.0058861396146745225,1.4906616251686868e-21,PASS,False
10,9,0.1,1,0,6404.888008494033,0.0706510146520758,0.005783131245289171,1.455752579656056e-21,PASS,False
10,10,0.05,1,0,5941.530101336839,0.044921778583128014,0.003556896319852395,7.58150466525544e-22,PASS,False
10,10,0.06,1,0,6084.355344157437,0.044921778583128014,0.003527330347996728,7.497038747523784e-22,PASS,False
10,10,0.08,1,0,6370.005829798631,0.04492177858312796,0.0034690140849717357,7.331147716676877e-22,PASS,False
10,10,0.1,1,0,6655.6563154398245,0.044921778583128014,0.0034117671050452837,7.169224037827229e-22,PASS,False
10,11,0.05,1,0,6192.2984082826315,0.031111969250053162,0.0021719110853245555,3.9103196627322533e-22,PASS,False
10,11,0.06,1,0,6335.123651103228,0.031091069845844976,0.002154809936116387,3.8690497633129486e-22,PASS,False
10,11,0.08,1,0,6620.774136744423,0.03104938150322717,0.002121054675944061,3.787917887045609e-22,PASS,False
10,11,0.1,1,0,6906.424622385617,0.031007839800728854,0.0020878859663438776,3.708625037458591e-22,PASS,False
10,12,0.05,1,0,6443.066715228424,0.05262155830264137,0.0014273754479380294,2.225973674239626e-22,PASS,False
10,12,0.06,1,0,6585.891958049021,0.052583504917678436,0.001416517434984667,2.2032755498263197e-22,PASS,False
10,12,0.08,1,0,6871.542443690216,0.05250759007904415,0.00139507564753638,2.158627529418634e-22,PASS,False
10,12,0.1,1,0,7157.19292933141,0.052431930074991584,0.001373993880316311,2.1149575281663458e-22,PASS,False
11,2,0.05,1,0,4207.355727548094,0.36600772731149944,3.206371332784435,7.013665416852853e-18,FAIL,False
11,2,0.06,1,0,4350.180970368692,0.36557768766226184,3.127457099906719,6.782954494251044e-18,FAIL,False
11,2,0.08,1,0,4635.831456009886,0.3647210549184978,2.976415979227018,6.3469367094763184e-18,FAIL,False
11,2,0.1,1,0,4921.48194165108,0.36386898697120174,2.8339279754184936,5.9424887210103065e-18,FAIL,False
11,3,0.05,1,0,4458.124034493887,0.3127938349927035,0.5321175023515382,6.295109533009888e-19,PASS,False
11,3,0.06,1,0,4600.949277314485,0.31245708392069604,0.5229979656859765,6.15072766513838e-19,PASS,False
11,3,0.08,1,0,4886.599762955679,0.31178611545368784,0.5052950127310187,5.8729131882269045e-19,PASS,False
11,3,0.1,1,0,5172.250248596873,0.3111185040944558,0.4882804191587189,5.609021207506417e-19,PASS,False
11,4,0.05,1,0,4708.8923414396795,0.265741064812996,0.1550967881048514,1.2032923383213765e-19,PASS,False
11,4,0.06,1,0,4851.717584260276,0.26547951662160907,0.1529565921254093,1.1810583932429273e-19,PASS,False
11,4,0.08,1,0,5137.36806990147,0.26495827458201926,0.1487760215591886,1.137934801357472e-19,PASS,False
11,4,0.1,1,0,5423.018555542665,0.2644394904266095,0.14472468810704422,1.096538052689134e-19,PASS,False
11,5,0.05,1,0,4959.660648385471,0.2238379647448322,0.059450135708952974,3.322024025591322e-20,PASS,False
11,5,0.06,1,0,5102.485891206068,0.22363763200929315,0.058742542840945954,3.269061330872065e-20,PASS,False
11,5,0.08,1,0,5388.136376847263,0.22323830940826545,0.0573555737307344,3.1658816497256933e-20,PASS,False
11,5,0.1,1,0,5673.786862488457,0.22284076732124247,0.05600530264779981,3.0662488639244784e-20,PASS,False
11,6,0.05,1,0,5210.428955331264,0.18628299191307562,0.02674495193220946,1.1370277844561595e-20,PASS,False
11,6,0.06,1,0,5353.254198151861,0.18613291300471285,0.026460061917179114,1.1208008403524243e-20,PASS,False
11,6,0.08,1,0,5638.904683793055,0.18583370916768793,0.025900400155680906,1.0890974564533326e-20,PASS,False
11,6,0.1,1,0,5924.5551694342485,0.1855357705800743,0.025353935786984874,1.0583670386302334e-20,PASS,False
11,7,0.05,1,0,5461.197262277055,0.15243274476181456,0.013367280193798337,4.482242968097125e-21,PASS,False
11,7,0.06,1,0,5604.022505097653,0.15232422785172123,0.01323703868561917,4.423723553346075e-21,PASS,False
11,7,0.08,1,0,5889.672990738847,0.1521078499011197,0.012980776108139247,4.309156554830011e-21,PASS,False
11,7,0.1,1,0,6175.323476380041,0.15189234204766966,0.012730029347903628,4.197802160136535e-21,PASS,False
11,8,0.05,1,0,5711.965569222848,0.12176479546890606,0.007201590225315387,1.9541362825143815e-21,PASS,False
11,8,0.06,1,0,5854.790812043446,0.12169087579435589,0.0071365079820727905,1.9304694604869053e-21,PASS,False
11,8,0.08,1,0,6140.44129768464,0.12154346227127333,0.007008297251705376,1.8840624548897204e-21,PASS,False
11,8,0.1,1,0,6426.091783325834,0.12139661379583999,0.006882643807673812,1.8388620949823694e-21,PASS,False
11,9,0.05,1,0,5962.733876168641,0.0938505342399042,0.004106181389567738,9.193178192079317e-22,PASS,False
11,9,0.06,1,0,6105.5591189892375,0.09380557804043765,0.004071432449688242,9.0889073150187e-22,PASS,False
11,9,0.08,1,0,6391.209604630432,0.09371591302397542,0.004002910917428735,8.884188010438664e-22,PASS,False
11,9,0.1,1,0,6676.860090271626,0.09362657634104088,0.0039356688754723385,8.684453840938694e-22,PASS,False
11,10,0.05,1,0,6213.502183114432,0.06833501427223027,0.0024484076955209374,4.592654548975357e-22,PASS,False
11,10,0.06,1,0,6356.327425935029,0.06831442546144822,0.0024288710651814895,4.54353439536089e-22,PASS,False
11,10,0.08,1,0,6641.977911576223,0.06827335627980735,0.002390315334027915,4.446992161286802e-22,PASS,False
11,10,0.1,1,0,6927.628397217418,0.06823243105123611,0.002352438496895847,4.352667334940472e-22,PASS,False
11,11,0.05,1,0,6464.270490060224,0.04492177858312807,0.0015142093075760153,2.409599820089423e-22,PASS,False
11,11,0.06,1,0,6607.095732880822,0.04492177858312796,0.001502757358527165,2.385171167285596e-22,PASS,False
11,11,0.08,1,0,6892.746218522016,0.04492177858312796,0.0014801410338063886,2.3371145075183466e-22,PASS,False
11,11,0.1,1,0,7178.3967041632095,0.04492177858312796,0.0014579022693293178,2.290104502765451e-22,PASS,False
11,12,0.05,1,0,6715.0387970060165,0.029062263475677308,0.0009655188171436046,1.317167229913902e-22,PASS,False
11,12,0.06,1,0,6857.864039826614,0.029044823863841218,0.0009585691740856586,1.304457654804441e-22,PASS,False
11,12,0.08,1,0,7143.514525467808,0.029010028860115722,0.0009448360178752264,1.2794350811812563e-22,PASS,False
11,12,0.1,1,0,7429.165011109002,0.028975345698470156,0.0009313211390147594,1.2549314318856972e-22,PASS,False
12,2,0.05,1,0,4479.327809325689,0.37574852018788407,2.214740454443804,4.2683698356115e-18,FAIL,False
12,2,0.06,1,0,4622.1530521462855,0.37533760526891047,2.160116518391118,4.127667971215091e-18,FAIL,False
12,2,0.08,1,0,4907.80353778748,0.3745188301898589,2.0555947800154457,3.861835133811183e-18,FAIL,False
12,2,0.1,1,0,5193.454023428674,0.3737041029525876,1.957025952158331,3.615342699703117e-18,FAIL,False
12,3,0.05,1,0,4730.096116271481,0.325624160760594,0.35734889840280915,3.6890352604673994e-19,PASS,False
12,3,0.06,1,0,4872.921359092077,0.3252954368782188,0.3513023359950201,3.605496241138561e-19,PASS,False
12,3,0.08,1,0,5158.571844733272,0.32464029348060286,0.33956213976514615,3.444700462248115e-19,PASS,False
12,3,0.1,1,0,5444.222330374467,0.32398820466578304,0.3282751393212062,3.2918947407565783e-19,PASS,False
12,4,0.05,1,0,4980.864423217273,0.2809270072992902,0.10343757766579487,6.986206658865911e-20,PASS,False
12,4,0.06,1,0,5123.68966603787,0.2806655731186062,0.10204306596769064,6.860080934750699e-20,PASS,False
12,4,0.08,1,0,5409.340151679065,0.28014443853428206,0.09931790165774418,6.61530883689309e-20,PASS,False
12,4,0.1,1,0,5694.990637320258,0.2796256029052536,0.09667544865806933,6.380150222732217e-20,PASS,False
12,5,0.05,1,0,5231.632730163065,0.24082088359882703,0.03975927788051738,1.9359639653039152e-20,PASS,False
12,5,0.06,1,0,5374.457972983662,0.24061500999030327,0.0392999904787819,1.906006417346875e-20,PASS,False
12,5,0.08,1,0,5660.108458624856,0.2402045581863887,0.03839925635402994,1.8476030716879855e-20,PASS,False
12,5,0.1,1,0,5945.75894426605,0.2397958245621694,0.03752173859818605,1.791154102023944e-20,PASS,False
12,6,0.05,1,0,5482.401037108857,0.20463299680633917,0.018021628315980677,6.693450240544989e-21,PASS,False
12,6,0.06,1,0,5625.226279929454,0.20447334431399738,0.017836052161908932,6.601100652002727e-21,PASS,False
12,6,0.08,1,0,5910.876765570649,0.20415499498144074,0.017471287616926456,6.420539076007558e-21,PASS,False
12,6,0.1,1,0,6196.527251211843,0.2038379135084123,0.017114859980695764,6.245346045226967e-21,PASS,False
12,7,0.05,1,0,5733.16934405465,0.17181589088636673,0.009096362526241894,2.673677392538221e-21,PASS,False
12,7,0.06,1,0,5875.994586875246,0.1716949455107747,0.009010877056771789,2.640006270569951e-21,PASS,False
12,7,0.08,1,0,6161.645072516441,0.17145374509671896,0.008842582573554813,2.5740378164780365e-21,PASS,False
12,7,0.1,1,0,6447.295558157635,0.17121346076233135,0.00867778830530749,2.5098563746589774e-21,PASS,False
12,8,0.05,1,0,5983.937651000442,0.14191955868920275,0.004954305517193739,1.1828147329965902e-21,PASS,False
12,8,0.06,1,0,6126.762893821038,0.14183121849540092,0.004911169528726878,1.1690124994021985e-21,PASS,False
12,8,0.08,1,0,6412.413379462233,0.14165501996217356,0.004826146527996295,1.1419291902552144e-21,PASS,False
12,8,0.1,1,0,6698.063865103428,0.14147946098642572,0.00474275937310131,1.115525085453518e-21,PASS,False
12,9,0.05,1,0,6234.705957946234,0.11457068298329276,0.002856797075771606,5.649198552378429e-22,PASS,False
12,9,0.06,1,0,6377.531200766831,0.11450995079576043,0.0028335151881937,5.587490345392248e-22,PASS,False
12,9,0.08,1,0,6663.181686408026,0.11438880360966874,0.002787581819697587,5.466253869961325e-22,PASS,False
12,9,0.1,1,0,6948.8321720492195,0.11426807750474166,0.0027424751046496473,5.347862689880309e-22,PASS,False
12,10,0.05,1,0,6485.4742648920255,0.08945696723395025,0.0017226663152013946,2.8650343667311404e-22,PASS,False
12,10,0.06,1,0,6628.299507712623,0.08941971917269464,0.0017094285834429678,2.8355226630091727e-22,PASS,False
12,10,0.08,1,0,6913.949993353817,0.08934540965783255,0.0016832909711675802,2.7774821950570626e-22,PASS,False
12,10,0.1,1,0,7199.600478995011,0.08927134791614716,0.0016575968148749055,2.7207262661617773e-22,PASS,False
12,11,0.05,1,0,6736.242571837818,0.06631515738066635,0.0010771456540141918,1.5255092648833394e-22,PASS,False
12,11,0.06,1,0,6879.067814658414,0.06629796642190933,0.0010692977469266684,1.5106096151938783e-22,PASS,False
12,11,0.08,1,0,7164.71830029961,0.06626366725566374,0.0010537918229290872,1.4812808847358197e-22,PASS,False
