panel,load_case,a_over_b,a_m,applied_Nx_N_per_m,global_CLPT_Nx_N_per_m,global_shear_corrected_Nx_N_per_m,face_wrinkling_Nx_N_per_m,core_shear_crimping_Nx_N_per_m,face_compression_Nx_N_per_m,governing_mode,reserve_factor,margin_of_safety
LE_upper_sandwich,109MPa_reference,2.35,1.8857338000984891,433392.3444976077,1502290.7748306738,717096.1828623995,1682652.061232267,1225000.0,2100000.0,global_buckling,1.654612020647628,0.654612020647628
LE_upper_sandwich,109MPa_reference,2.375,1.9057947979718772,433392.3444976077,1501998.5477767093,717029.5924971187,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544583714977843,0.6544583714977843
LE_upper_sandwich,109MPa_reference,2.4000000000000004,1.9258557958452656,433392.3444976077,1502047.5135842978,717040.7513783824,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544841192559194,0.6544841192559194
LE_upper_sandwich,109MPa_reference,2.425,1.9459167937186534,433392.3444976077,1502427.135185876,717127.2509371595,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6546837064426227,0.6546837064426227
LE_upper_sandwich,109MPa_reference,2.45,1.9659777915920418,433392.3444976077,1503127.4103621223,717286.7538267066,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6550517399152305,0.6550517399152305
LE_upper_sandwich,109MPa_reference,2.475,1.9860387894654299,433392.3444976077,1504138.8394917597,717516.9916857579,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6555829857066582,0.6555829857066582
LE_upper_sandwich,109MPa_reference,2.5,2.006099787338818,433392.3444976077,1505452.3955474903,717815.7629600539,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6562723639988435,0.6562723639988435
LE_upper_sandwich,109MPa_reference,2.525,2.0261607852122063,433392.3444976077,1507059.4961610355,718180.9307831296,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6571149442329247,0.6571149442329247
LE_upper_sandwich,109MPa_reference,2.5500000000000003,2.0462217830855947,433392.3444976077,1508951.977595802,718610.4209168811,1682652.061232267,1225000.0,2100000.0,global_buckling,1.658105940357347,0.658105940357347
LE_upper_sandwich,109MPa_reference,2.575,2.066282780958983,433392.3444976077,1511122.0704797434,719102.2197520841,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6592407062143055,0.6592407062143055
LE_upper_sandwich,109MPa_reference,2.6,2.086343778832371,433392.3444976077,1513562.3771636628,719654.3723687333,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6605147310642119,0.6605147310642119
LE_upper_sandwich,109MPa_reference,2.625,2.106404776705759,433392.3444976077,1516265.850581717,720264.9806558235,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6619236352473212,0.6619236352473212
LE_upper_sandwich,109MPa_reference,2.65,2.126465774579147,433392.3444976077,1519225.7745012885,720932.2014899736,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6634631659811268,0.6634631659811268
LE_upper_sandwich,109MPa_reference,2.6750000000000003,2.1465267724525354,433392.3444976077,1522435.7450588336,721654.24497211,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6651291932917232,0.6651291932917232
LE_upper_sandwich,109MPa_reference,2.7,2.1665877703259238,433392.3444976077,1525889.6534868963,722429.3727212785,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6669177060769846,0.6669177060769846
LE_upper_sandwich,109MPa_reference,2.725,2.1866487681993116,433392.3444976077,1529581.6699452698,723255.8962245214,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6688248082991088,0.6688248082991088
