beam_station_r_m,chord_m,moment_Nm,EI_Nm2,cap_separation_m,curvature_per_m,cap_strain,reference_cap_stress_Pa
9.67943754396622,4.491873,21363584.13776979,18702475243.418247,1.8529233867396724,0.0011422864545850976,0.001058284643028336,109000000.0
